 County Name,County Code,Region Name,Indicator Number,Indicator,Total Event Counts,Denominator,Denominator Note,Measure Unit,Percentage/Rate,95% CI,Data Comments,Data Years,Data Sources,Quartile,Mapping Distribution,Location
Rensselaer,38,Northeastern New York,d13,"Cerebrovascular disease (stroke) mortality rate per 100,000",210,158122,Average annual population,Rate,44.3,,,2009-2011,"2009-2011 Vital Statistics Data as of February, 2013",44.2 - < 48.5 : Q3,2,
Saratoga,41,Northeastern New York,d13,"Cerebrovascular disease (stroke) mortality rate per 100,000",261,220186,Average annual population,Rate,39.5,,,2009-2011,"2009-2011 Vital Statistics Data as of February, 2013",0 - < 44.2 : Q1 & Q2,1,
Schenectady,42,Northeastern New York,d13,"Cerebrovascular disease (stroke) mortality rate per 100,000",205,153985,Average annual population,Rate,44.4,,,2009-2011,"2009-2011 Vital Statistics Data as of February, 2013",44.2 - < 48.5 : Q3,2,
Schoharie,43,Northeastern New York,d13,"Cerebrovascular disease (stroke) mortality rate per 100,000",36,32285,Average annual population,Rate,37.2,,,2009-2011,"2009-2011 Vital Statistics Data as of February, 2013",0 - < 44.2 : Q1 & Q2,1,
Warren,52,Northeastern New York,d13,"Cerebrovascular disease (stroke) mortality rate per 100,000",87,65853,Average annual population,Rate,44,,,2009-2011,"2009-2011 Vital Statistics Data as of February, 2013",0 - < 44.2 : Q1 & Q2,1,
Washington,53,Northeastern New York,d13,"Cerebrovascular disease (stroke) mortality rate per 100,000",85,63045,Average annual population,Rate,44.9,,,2009-2011,"2009-2011 Vital Statistics Data as of February, 2013",44.2 - < 48.5 : Q3,2,
Dutchess,13,Hudson Valley,d13,"Cerebrovascular disease (stroke) mortality rate per 100,000",270,296350,Average annual population,Rate,30.4,,,2009-2011,"2009-2011 Vital Statistics Data as of February, 2013",0 - < 44.2 : Q1 & Q2,1,
Orange,33,Hudson Valley,d13,"Cerebrovascular disease (stroke) mortality rate per 100,000",285,377072,Average annual population,Rate,25.2,,,2009-2011,"2009-2011 Vital Statistics Data as of February, 2013",0 - < 44.2 : Q1 & Q2,1,
Putnam,37,Hudson Valley,d13,"Cerebrovascular disease (stroke) mortality rate per 100,000",87,99636,Average annual population,Rate,29.1,,,2009-2011,"2009-2011 Vital Statistics Data as of February, 2013",0 - < 44.2 : Q1 & Q2,1,
Rockland,39,Hudson Valley,d13,"Cerebrovascular disease (stroke) mortality rate per 100,000",246,309006,Average annual population,Rate,26.5,,,2009-2011,"2009-2011 Vital Statistics Data as of February, 2013",0 - < 44.2 : Q1 & Q2,1,
Sullivan,48,Hudson Valley,d13,"Cerebrovascular disease (stroke) mortality rate per 100,000",75,76758,Average annual population,Rate,32.6,,,2009-2011,"2009-2011 Vital Statistics Data as of February, 2013",0 - < 44.2 : Q1 & Q2,1,
Ulster,51,Hudson Valley,d13,"Cerebrovascular disease (stroke) mortality rate per 100,000",194,182127,Average annual population,Rate,35.5,,,2009-2011,"2009-2011 Vital Statistics Data as of February, 2013",0 - < 44.2 : Q1 & Q2,1,
Westchester,55,Hudson Valley,d13,"Cerebrovascular disease (stroke) mortality rate per 100,000",913,953658,Average annual population,Rate,31.9,,,2009-2011,"2009-2011 Vital Statistics Data as of February, 2013",0 - < 44.2 : Q1 & Q2,1,
Bronx,58,New York City,d13,"Cerebrovascular disease (stroke) mortality rate per 100,000",783,1391466,Average annual population,Rate,18.8,,,2009-2011,"2009-2011 Vital Statistics Data as of February, 2013",0 - < 44.2 : Q1 & Q2,1,
Kings,59,New York City,d13,"Cerebrovascular disease (stroke) mortality rate per 100,000",1420,2534814,Average annual population,Rate,18.7,,,2009-2011,"2009-2011 Vital Statistics Data as of February, 2013",0 - < 44.2 : Q1 & Q2,1,
New York,60,New York City,d13,"Cerebrovascular disease (stroke) mortality rate per 100,000",1062,1605625,Average annual population,Rate,22,,,2009-2011,"2009-2011 Vital Statistics Data as of February, 2013",0 - < 44.2 : Q1 & Q2,1,
Queens,61,New York City,d13,"Cerebrovascular disease (stroke) mortality rate per 100,000",1375,2261761,Average annual population,Rate,20.3,,,2009-2011,"2009-2011 Vital Statistics Data as of February, 2013",0 - < 44.2 : Q1 & Q2,1,
Richmond,62,New York City,d13,"Cerebrovascular disease (stroke) mortality rate per 100,000",241,476976,Average annual population,Rate,16.8,,,2009-2011,"2009-2011 Vital Statistics Data as of February, 2013",0 - < 44.2 : Q1 & Q2,1,
Nassau,28,Nassau-Suffolk,d13,"Cerebrovascular disease (stroke) mortality rate per 100,000",1225,1347132,Average annual population,Rate,30.3,,,2009-2011,"2009-2011 Vital Statistics Data as of February, 2013",0 - < 44.2 : Q1 & Q2,1,
Suffolk,47,Nassau-Suffolk,d13,"Cerebrovascular disease (stroke) mortality rate per 100,000",1316,1503547,Average annual population,Rate,29.2,,,2009-2011,"2009-2011 Vital Statistics Data as of February, 2013",0 - < 44.2 : Q1 & Q2,1,
Allegany,2,Western New York,d13a,"Age-adjusted cerebrovascular disease (stroke) mortality rate per 100,000",61,48960,Average annual population,Rate,34.1,,,2009-2011,"2009-2011 Vital Statistics Data as of February, 2013",0 - < 34.1 : Q1 & Q2,1,
Cattaraugus,4,Western New York,d13a,"Age-adjusted cerebrovascular disease (stroke) mortality rate per 100,000",112,79946,Average annual population,Rate,37,,,2009-2011,"2009-2011 Vital Statistics Data as of February, 2013",34.1 - < 38.2 : Q3,2,
Chautauqua,6,Western New York,d13a,"Age-adjusted cerebrovascular disease (stroke) mortality rate per 100,000",241,134259,Average annual population,Rate,41.5,,,2009-2011,"2009-2011 Vital Statistics Data as of February, 2013",38.2 + : Q4,3,
Erie,14,Western New York,d13a,"Age-adjusted cerebrovascular disease (stroke) mortality rate per 100,000",1595,915438,Average annual population,Rate,41.6,,,2009-2011,"2009-2011 Vital Statistics Data as of February, 2013",38.2 + : Q4,3,
Genesee,18,Western New York,d13a,"Age-adjusted cerebrovascular disease (stroke) mortality rate per 100,000",57,59313,Average annual population,Rate,23.8,,,2009-2011,"2009-2011 Vital Statistics Data as of February, 2013",0 - < 34.1 : Q1 & Q2,1,
Niagara,29,Western New York,d13a,"Age-adjusted cerebrovascular disease (stroke) mortality rate per 100,000",330,215679,Average annual population,Rate,37.6,,,2009-2011,"2009-2011 Vital Statistics Data as of February, 2013",34.1 - < 38.2 : Q3,2,
Orleans,34,Western New York,d13a,"Age-adjusted cerebrovascular disease (stroke) mortality rate per 100,000",57,42519,Average annual population,Rate,38.1,,,2009-2011,"2009-2011 Vital Statistics Data as of February, 2013",34.1 - < 38.2 : Q3,2,
Wyoming,56,Western New York,d13a,"Age-adjusted cerebrovascular disease (stroke) mortality rate per 100,000",53,41832,Average annual population,Rate,38.6,,,2009-2011,"2009-2011 Vital Statistics Data as of February, 2013",38.2 + : Q4,3,
Chemung,7,Finger Lakes,d13a,"Age-adjusted cerebrovascular disease (stroke) mortality rate per 100,000",148,88667,Average annual population,Rate,40,,,2009-2011,"2009-2011 Vital Statistics Data as of February, 2013",38.2 + : Q4,3,
Livingston,24,Finger Lakes,d13a,"Age-adjusted cerebrovascular disease (stroke) mortality rate per 100,000",88,64445,Average annual population,Rate,40,,,2009-2011,"2009-2011 Vital Statistics Data as of February, 2013",38.2 + : Q4,3,
Monroe,26,Finger Lakes,d13a,"Age-adjusted cerebrovascular disease (stroke) mortality rate per 100,000",1001,741224,Average annual population,Rate,35.8,,,2009-2011,"2009-2011 Vital Statistics Data as of February, 2013",34.1 - < 38.2 : Q3,2,
Ontario,32,Finger Lakes,d13a,"Age-adjusted cerebrovascular disease (stroke) mortality rate per 100,000",167,107369,Average annual population,Rate,39.9,,,2009-2011,"2009-2011 Vital Statistics Data as of February, 2013",38.2 + : Q4,3,
Schuyler,44,Finger Lakes,d13a,"Age-adjusted cerebrovascular disease (stroke) mortality rate per 100,000",28,18475,Average annual population,Rate,38.2,,,2009-2011,"2009-2011 Vital Statistics Data as of February, 2013",34.1 - < 38.2 : Q3,2,
Seneca,45,Finger Lakes,d13a,"Age-adjusted cerebrovascular disease (stroke) mortality rate per 100,000",45,34833,Average annual population,Rate,33.2,,,2009-2011,"2009-2011 Vital Statistics Data as of February, 2013",0 - < 34.1 : Q1 & Q2,1,
Steuben,46,Finger Lakes,d13a,"Age-adjusted cerebrovascular disease (stroke) mortality rate per 100,000",129,98192,Average annual population,Rate,34.1,,,2009-2011,"2009-2011 Vital Statistics Data as of February, 2013",0 - < 34.1 : Q1 & Q2,1,
Wayne,54,Finger Lakes,d13a,"Age-adjusted cerebrovascular disease (stroke) mortality rate per 100,000",108,92833,Average annual population,Rate,33.3,,,2009-2011,"2009-2011 Vital Statistics Data as of February, 2013",0 - < 34.1 : Q1 & Q2,1,
Yates,57,Finger Lakes,d13a,"Age-adjusted cerebrovascular disease (stroke) mortality rate per 100,000",35,25095,Average annual population,Rate,35.2,,,2009-2011,"2009-2011 Vital Statistics Data as of February, 2013",34.1 - < 38.2 : Q3,2,
Cayuga,5,Central New York,d13a,"Age-adjusted cerebrovascular disease (stroke) mortality rate per 100,000",116,79763,Average annual population,Rate,35.8,,,2009-2011,"2009-2011 Vital Statistics Data as of February, 2013",34.1 - < 38.2 : Q3,2,
Cortland,11,Central New York,d13a,"Age-adjusted cerebrovascular disease (stroke) mortality rate per 100,000",67,48898,Average annual population,Rate,41,,,2009-2011,"2009-2011 Vital Statistics Data as of February, 2013",38.2 + : Q4,3,
Herkimer,21,Central New York,d13a,"Age-adjusted cerebrovascular disease (stroke) mortality rate per 100,000",88,63638,Average annual population,Rate,31.9,,,2009-2011,"2009-2011 Vital Statistics Data as of February, 2013",0 - < 34.1 : Q1 & Q2,1,
Jefferson,22,Central New York,d13a,"Age-adjusted cerebrovascular disease (stroke) mortality rate per 100,000",185,117619,Average annual population,Rate,54.8,,,2009-2011,"2009-2011 Vital Statistics Data as of February, 2013",38.2 + : Q4,3,
Lewis,23,Central New York,d13a,"Age-adjusted cerebrovascular disease (stroke) mortality rate per 100,000",47,26772,Average annual population,Rate,48.4,,,2009-2011,"2009-2011 Vital Statistics Data as of February, 2013",38.2 + : Q4,3,
Madison,25,Central New York,d13a,"Age-adjusted cerebrovascular disease (stroke) mortality rate per 100,000",101,72254,Average annual population,Rate,42.6,,,2009-2011,"2009-2011 Vital Statistics Data as of February, 2013",38.2 + : Q4,3,
Oneida,30,Central New York,d13a,"Age-adjusted cerebrovascular disease (stroke) mortality rate per 100,000",371,233403,Average annual population,Rate,35.6,,,2009-2011,"2009-2011 Vital Statistics Data as of February, 2013",34.1 - < 38.2 : Q3,2,
Onondaga,31,Central New York,d13a,"Age-adjusted cerebrovascular disease (stroke) mortality rate per 100,000",625,462913,Average annual population,Rate,35.2,,,2009-2011,"2009-2011 Vital Statistics Data as of February, 2013",34.1 - < 38.2 : Q3,2,
Oswego,35,Central New York,d13a,"Age-adjusted cerebrovascular disease (stroke) mortality rate per 100,000",144,121905,Average annual population,Rate,38.8,,,2009-2011,"2009-2011 Vital Statistics Data as of February, 2013",38.2 + : Q4,3,
St. Lawrence,40,Central New York,d13a,"Age-adjusted cerebrovascular disease (stroke) mortality rate per 100,000",131,111116,Average annual population,Rate,35.6,,,2009-2011,"2009-2011 Vital Statistics Data as of February, 2013",34.1 - < 38.2 : Q3,2,
Tompkins,50,Central New York,d13a,"Age-adjusted cerebrovascular disease (stroke) mortality rate per 100,000",99,101689,Average annual population,Rate,32.7,,,2009-2011,"2009-2011 Vital Statistics Data as of February, 2013",0 - < 34.1 : Q1 & Q2,1,
Broome,3,New York-Penn,d13a,"Age-adjusted cerebrovascular disease (stroke) mortality rate per 100,000",368,198087,Average annual population,Rate,41.7,,,2009-2011,"2009-2011 Vital Statistics Data as of February, 2013",38.2 + : Q4,3,
Chenango,8,New York-Penn,d13a,"Age-adjusted cerebrovascular disease (stroke) mortality rate per 100,000",77,50405,Average annual population,Rate,37.2,,,2009-2011,"2009-2011 Vital Statistics Data as of February, 2013",34.1 - < 38.2 : Q3,2,
Tioga,49,New York-Penn,d13a,"Age-adjusted cerebrovascular disease (stroke) mortality rate per 100,000",52,50744,Average annual population,Rate,27.5,,,2009-2011,"2009-2011 Vital Statistics Data as of February, 2013",0 - < 34.1 : Q1 & Q2,1,
Albany,1,Northeastern New York,d13a,"Age-adjusted cerebrovascular disease (stroke) mortality rate per 100,000",353,302018,Average annual population,Rate,31.4,,,2009-2011,"2009-2011 Vital Statistics Data as of February, 2013",0 - < 34.1 : Q1 & Q2,1,
Clinton,9,Northeastern New York,d13a,"Age-adjusted cerebrovascular disease (stroke) mortality rate per 100,000",69,81897,Average annual population,Rate,26.2,,,2009-2011,"2009-2011 Vital Statistics Data as of February, 2013",0 - < 34.1 : Q1 & Q2,1,
Columbia,10,Northeastern New York,d13a,"Age-adjusted cerebrovascular disease (stroke) mortality rate per 100,000",87,62421,Average annual population,Rate,32.2,,,2009-2011,"2009-2011 Vital Statistics Data as of February, 2013",0 - < 34.1 : Q1 & Q2,1,
Delaware,12,Northeastern New York,d13a,"Age-adjusted cerebrovascular disease (stroke) mortality rate per 100,000",70,47018,Average annual population,Rate,32.4,,,2009-2011,"2009-2011 Vital Statistics Data as of February, 2013",0 - < 34.1 : Q1 & Q2,1,
Essex,15,Northeastern New York,d13a,"Age-adjusted cerebrovascular disease (stroke) mortality rate per 100,000",46,38746,Average annual population,Rate,26.3,,,2009-2011,"2009-2011 Vital Statistics Data as of February, 2013",0 - < 34.1 : Q1 & Q2,1,
Franklin,16,Northeastern New York,d13a,"Age-adjusted cerebrovascular disease (stroke) mortality rate per 100,000",69,51141,Average annual population,Rate,40.8,,,2009-2011,"2009-2011 Vital Statistics Data as of February, 2013",38.2 + : Q4,3,
Fulton,17,Northeastern New York,d13a,"Age-adjusted cerebrovascular disease (stroke) mortality rate per 100,000",82,55255,Average annual population,Rate,35.8,,,2009-2011,"2009-2011 Vital Statistics Data as of February, 2013",34.1 - < 38.2 : Q3,2,
Greene,19,Northeastern New York,d13a,"Age-adjusted cerebrovascular disease (stroke) mortality rate per 100,000",76,49041,Average annual population,Rate,39.1,,,2009-2011,"2009-2011 Vital Statistics Data as of February, 2013",38.2 + : Q4,3,
Hamilton,20,Northeastern New York,d13a,"Age-adjusted cerebrovascular disease (stroke) mortality rate per 100,000",,4851,Average annual population,Rate,34.3,,Unstable Estimate,2009-2011,"2009-2011 Vital Statistics Data as of February, 2013",34.1 - < 38.2 : Q3,2,
Montgomery,27,Northeastern New York,d13a,"Age-adjusted cerebrovascular disease (stroke) mortality rate per 100,000",66,49584,Average annual population,Rate,29.9,,,2009-2011,"2009-2011 Vital Statistics Data as of February, 2013",0 - < 34.1 : Q1 & Q2,1,
Otsego,36,Northeastern New York,d13a,"Age-adjusted cerebrovascular disease (stroke) mortality rate per 100,000",68,61926,Average annual population,Rate,27.2,,,2009-2011,"2009-2011 Vital Statistics Data as of February, 2013",0 - < 34.1 : Q1 & Q2,1,
Chautauqua,6,Western New York,d21,"Cirrhosis mortality rate per 100,000",42,134259,Average annual population,Rate,10.4,,,2009-2011,"2009-2011 Vital Statistics Data as of February, 2013",9.3 - < 10.9 : Q3,2,
Rensselaer,38,Northeastern New York,d13a,"Age-adjusted cerebrovascular disease (stroke) mortality rate per 100,000",210,158122,Average annual population,Rate,38.6,,,2009-2011,"2009-2011 Vital Statistics Data as of February, 2013",38.2 + : Q4,3,
Saratoga,41,Northeastern New York,d13a,"Age-adjusted cerebrovascular disease (stroke) mortality rate per 100,000",261,220186,Average annual population,Rate,35.4,,,2009-2011,"2009-2011 Vital Statistics Data as of February, 2013",34.1 - < 38.2 : Q3,2,
Schenectady,42,Northeastern New York,d13a,"Age-adjusted cerebrovascular disease (stroke) mortality rate per 100,000",205,153985,Average annual population,Rate,30.8,,,2009-2011,"2009-2011 Vital Statistics Data as of February, 2013",0 - < 34.1 : Q1 & Q2,1,
Schoharie,43,Northeastern New York,d13a,"Age-adjusted cerebrovascular disease (stroke) mortality rate per 100,000",36,32285,Average annual population,Rate,29.8,,,2009-2011,"2009-2011 Vital Statistics Data as of February, 2013",0 - < 34.1 : Q1 & Q2,1,
Warren,52,Northeastern New York,d13a,"Age-adjusted cerebrovascular disease (stroke) mortality rate per 100,000",87,65853,Average annual population,Rate,30.7,,,2009-2011,"2009-2011 Vital Statistics Data as of February, 2013",0 - < 34.1 : Q1 & Q2,1,
Washington,53,Northeastern New York,d13a,"Age-adjusted cerebrovascular disease (stroke) mortality rate per 100,000",85,63045,Average annual population,Rate,36,,,2009-2011,"2009-2011 Vital Statistics Data as of February, 2013",34.1 - < 38.2 : Q3,2,
Dutchess,13,Hudson Valley,d13a,"Age-adjusted cerebrovascular disease (stroke) mortality rate per 100,000",270,296350,Average annual population,Rate,27.1,,,2009-2011,"2009-2011 Vital Statistics Data as of February, 2013",0 - < 34.1 : Q1 & Q2,1,
Orange,33,Hudson Valley,d13a,"Age-adjusted cerebrovascular disease (stroke) mortality rate per 100,000",285,377072,Average annual population,Rate,28,,,2009-2011,"2009-2011 Vital Statistics Data as of February, 2013",0 - < 34.1 : Q1 & Q2,1,
Putnam,37,Hudson Valley,d13a,"Age-adjusted cerebrovascular disease (stroke) mortality rate per 100,000",87,99636,Average annual population,Rate,30.1,,,2009-2011,"2009-2011 Vital Statistics Data as of February, 2013",0 - < 34.1 : Q1 & Q2,1,
Rockland,39,Hudson Valley,d13a,"Age-adjusted cerebrovascular disease (stroke) mortality rate per 100,000",246,309006,Average annual population,Rate,24,,,2009-2011,"2009-2011 Vital Statistics Data as of February, 2013",0 - < 34.1 : Q1 & Q2,1,
Sullivan,48,Hudson Valley,d13a,"Age-adjusted cerebrovascular disease (stroke) mortality rate per 100,000",75,76758,Average annual population,Rate,29.3,,,2009-2011,"2009-2011 Vital Statistics Data as of February, 2013",0 - < 34.1 : Q1 & Q2,1,
Ulster,51,Hudson Valley,d13a,"Age-adjusted cerebrovascular disease (stroke) mortality rate per 100,000",194,182127,Average annual population,Rate,28.2,,,2009-2011,"2009-2011 Vital Statistics Data as of February, 2013",0 - < 34.1 : Q1 & Q2,1,
Westchester,55,Hudson Valley,d13a,"Age-adjusted cerebrovascular disease (stroke) mortality rate per 100,000",913,953658,Average annual population,Rate,24.8,,,2009-2011,"2009-2011 Vital Statistics Data as of February, 2013",0 - < 34.1 : Q1 & Q2,1,
Bronx,58,New York City,d13a,"Age-adjusted cerebrovascular disease (stroke) mortality rate per 100,000",783,1391466,Average annual population,Rate,21,,,2009-2011,"2009-2011 Vital Statistics Data as of February, 2013",0 - < 34.1 : Q1 & Q2,1,
Kings,59,New York City,d13a,"Age-adjusted cerebrovascular disease (stroke) mortality rate per 100,000",1420,2534814,Average annual population,Rate,19.1,,,2009-2011,"2009-2011 Vital Statistics Data as of February, 2013",0 - < 34.1 : Q1 & Q2,1,
New York,60,New York City,d13a,"Age-adjusted cerebrovascular disease (stroke) mortality rate per 100,000",1062,1605625,Average annual population,Rate,20.2,,,2009-2011,"2009-2011 Vital Statistics Data as of February, 2013",0 - < 34.1 : Q1 & Q2,1,
Queens,61,New York City,d13a,"Age-adjusted cerebrovascular disease (stroke) mortality rate per 100,000",1375,2261761,Average annual population,Rate,18.6,,,2009-2011,"2009-2011 Vital Statistics Data as of February, 2013",0 - < 34.1 : Q1 & Q2,1,
Richmond,62,New York City,d13a,"Age-adjusted cerebrovascular disease (stroke) mortality rate per 100,000",241,476976,Average annual population,Rate,16.1,,,2009-2011,"2009-2011 Vital Statistics Data as of February, 2013",0 - < 34.1 : Q1 & Q2,1,
Nassau,28,Nassau-Suffolk,d13a,"Age-adjusted cerebrovascular disease (stroke) mortality rate per 100,000",1225,1347132,Average annual population,Rate,22.2,,,2009-2011,"2009-2011 Vital Statistics Data as of February, 2013",0 - < 34.1 : Q1 & Q2,1,
Suffolk,47,Nassau-Suffolk,d13a,"Age-adjusted cerebrovascular disease (stroke) mortality rate per 100,000",1316,1503547,Average annual population,Rate,26.1,,,2009-2011,"2009-2011 Vital Statistics Data as of February, 2013",0 - < 34.1 : Q1 & Q2,1,
Allegany,2,Western New York,d21,"Cirrhosis mortality rate per 100,000",14,48960,Average annual population,Rate,9.5,,,2009-2011,"2009-2011 Vital Statistics Data as of February, 2013",9.3 - < 10.9 : Q3,2,
Cattaraugus,4,Western New York,d21,"Cirrhosis mortality rate per 100,000",36,79946,Average annual population,Rate,15,,,2009-2011,"2009-2011 Vital Statistics Data as of February, 2013",10.9 + : Q4,3,
Genesee,18,Western New York,d21,"Cirrhosis mortality rate per 100,000",,59313,Average annual population,Rate,3.9,,Unstable Estimate,2009-2011,"2009-2011 Vital Statistics Data as of February, 2013",0 - < 9.3 : Q1 & Q2,1,
Niagara,29,Western New York,d21,"Cirrhosis mortality rate per 100,000",65,215679,Average annual population,Rate,10,,,2009-2011,"2009-2011 Vital Statistics Data as of February, 2013",9.3 - < 10.9 : Q3,2,
Orleans,34,Western New York,d21,"Cirrhosis mortality rate per 100,000",,42519,Average annual population,Rate,5.5,,Unstable Estimate,2009-2011,"2009-2011 Vital Statistics Data as of February, 2013",0 - < 9.3 : Q1 & Q2,1,
Wyoming,56,Western New York,d21,"Cirrhosis mortality rate per 100,000",13,41832,Average annual population,Rate,10.4,,,2009-2011,"2009-2011 Vital Statistics Data as of February, 2013",9.3 - < 10.9 : Q3,2,
Chemung,7,Finger Lakes,d21,"Cirrhosis mortality rate per 100,000",36,88667,Average annual population,Rate,13.5,,,2009-2011,"2009-2011 Vital Statistics Data as of February, 2013",10.9 + : Q4,3,
Livingston,24,Finger Lakes,d21,"Cirrhosis mortality rate per 100,000",11,64445,Average annual population,Rate,5.7,,,2009-2011,"2009-2011 Vital Statistics Data as of February, 2013",0 - < 9.3 : Q1 & Q2,1,
Monroe,26,Finger Lakes,d21,"Cirrhosis mortality rate per 100,000",142,741224,Average annual population,Rate,6.4,,,2009-2011,"2009-2011 Vital Statistics Data as of February, 2013",0 - < 9.3 : Q1 & Q2,1,
Ontario,32,Finger Lakes,d21,"Cirrhosis mortality rate per 100,000",37,107369,Average annual population,Rate,11.5,,,2009-2011,"2009-2011 Vital Statistics Data as of February, 2013",10.9 + : Q4,3,
Schuyler,44,Finger Lakes,d21,"Cirrhosis mortality rate per 100,000",,18475,Average annual population,Rate,14.4,,Unstable Estimate,2009-2011,"2009-2011 Vital Statistics Data as of February, 2013",10.9 + : Q4,3,
Seneca,45,Finger Lakes,d21,"Cirrhosis mortality rate per 100,000",,34833,Average annual population,Rate,7.7,,Unstable Estimate,2009-2011,"2009-2011 Vital Statistics Data as of February, 2013",0 - < 9.3 : Q1 & Q2,1,
Steuben,46,Finger Lakes,d21,"Cirrhosis mortality rate per 100,000",35,98192,Average annual population,Rate,11.9,,,2009-2011,"2009-2011 Vital Statistics Data as of February, 2013",10.9 + : Q4,3,
Wayne,54,Finger Lakes,d21,"Cirrhosis mortality rate per 100,000",26,92833,Average annual population,Rate,9.3,,,2009-2011,"2009-2011 Vital Statistics Data as of February, 2013",0 - < 9.3 : Q1 & Q2,1,
Yates,57,Finger Lakes,d21,"Cirrhosis mortality rate per 100,000",,25095,Average annual population,Rate,9.3,,Unstable Estimate,2009-2011,"2009-2011 Vital Statistics Data as of February, 2013",0 - < 9.3 : Q1 & Q2,1,
Cayuga,5,Central New York,d21,"Cirrhosis mortality rate per 100,000",26,79763,Average annual population,Rate,10.9,,,2009-2011,"2009-2011 Vital Statistics Data as of February, 2013",9.3 - < 10.9 : Q3,2,
Cortland,11,Central New York,d21,"Cirrhosis mortality rate per 100,000",,48898,Average annual population,Rate,6.1,,Unstable Estimate,2009-2011,"2009-2011 Vital Statistics Data as of February, 2013",0 - < 9.3 : Q1 & Q2,1,
Herkimer,21,Central New York,d21,"Cirrhosis mortality rate per 100,000",17,63638,Average annual population,Rate,8.9,,,2009-2011,"2009-2011 Vital Statistics Data as of February, 2013",0 - < 9.3 : Q1 & Q2,1,
Jefferson,22,Central New York,d21,"Cirrhosis mortality rate per 100,000",26,117619,Average annual population,Rate,7.4,,,2009-2011,"2009-2011 Vital Statistics Data as of February, 2013",0 - < 9.3 : Q1 & Q2,1,
Lewis,23,Central New York,d21,"Cirrhosis mortality rate per 100,000",,26772,Average annual population,Rate,7.5,,Unstable Estimate,2009-2011,"2009-2011 Vital Statistics Data as of February, 2013",0 - < 9.3 : Q1 & Q2,1,
Madison,25,Central New York,d21,"Cirrhosis mortality rate per 100,000",13,72254,Average annual population,Rate,6,,,2009-2011,"2009-2011 Vital Statistics Data as of February, 2013",0 - < 9.3 : Q1 & Q2,1,
Oneida,30,Central New York,d21,"Cirrhosis mortality rate per 100,000",70,233403,Average annual population,Rate,10,,,2009-2011,"2009-2011 Vital Statistics Data as of February, 2013",9.3 - < 10.9 : Q3,2,
Onondaga,31,Central New York,d21,"Cirrhosis mortality rate per 100,000",108,462913,Average annual population,Rate,7.8,,,2009-2011,"2009-2011 Vital Statistics Data as of February, 2013",0 - < 9.3 : Q1 & Q2,1,
Oswego,35,Central New York,d21,"Cirrhosis mortality rate per 100,000",31,121905,Average annual population,Rate,8.5,,,2009-2011,"2009-2011 Vital Statistics Data as of February, 2013",0 - < 9.3 : Q1 & Q2,1,
St. Lawrence,40,Central New York,d21,"Cirrhosis mortality rate per 100,000",46,111116,Average annual population,Rate,13.8,,,2009-2011,"2009-2011 Vital Statistics Data as of February, 2013",10.9 + : Q4,3,
Tompkins,50,Central New York,d21,"Cirrhosis mortality rate per 100,000",29,101689,Average annual population,Rate,9.5,,,2009-2011,"2009-2011 Vital Statistics Data as of February, 2013",9.3 - < 10.9 : Q3,2,
Broome,3,New York-Penn,d21,"Cirrhosis mortality rate per 100,000",67,198087,Average annual population,Rate,11.3,,,2009-2011,"2009-2011 Vital Statistics Data as of February, 2013",10.9 + : Q4,3,
Chenango,8,New York-Penn,d21,"Cirrhosis mortality rate per 100,000",31,50405,Average annual population,Rate,20.5,,,2009-2011,"2009-2011 Vital Statistics Data as of February, 2013",10.9 + : Q4,3,
Tioga,49,New York-Penn,d21,"Cirrhosis mortality rate per 100,000",15,50744,Average annual population,Rate,9.9,,,2009-2011,"2009-2011 Vital Statistics Data as of February, 2013",9.3 - < 10.9 : Q3,2,
Albany,1,Northeastern New York,d21,"Cirrhosis mortality rate per 100,000",92,302018,Average annual population,Rate,10.2,,,2009-2011,"2009-2011 Vital Statistics Data as of February, 2013",9.3 - < 10.9 : Q3,2,
Clinton,9,Northeastern New York,d21,"Cirrhosis mortality rate per 100,000",30,81897,Average annual population,Rate,12.2,,,2009-2011,"2009-2011 Vital Statistics Data as of February, 2013",10.9 + : Q4,3,
Columbia,10,Northeastern New York,d21,"Cirrhosis mortality rate per 100,000",20,62421,Average annual population,Rate,10.7,,,2009-2011,"2009-2011 Vital Statistics Data as of February, 2013",9.3 - < 10.9 : Q3,2,
Delaware,12,Northeastern New York,d21,"Cirrhosis mortality rate per 100,000",13,47018,Average annual population,Rate,9.2,,,2009-2011,"2009-2011 Vital Statistics Data as of February, 2013",0 - < 9.3 : Q1 & Q2,1,
Essex,15,Northeastern New York,d21,"Cirrhosis mortality rate per 100,000",14,38746,Average annual population,Rate,12,,,2009-2011,"2009-2011 Vital Statistics Data as of February, 2013",10.9 + : Q4,3,
Franklin,16,Northeastern New York,d21,"Cirrhosis mortality rate per 100,000",18,51141,Average annual population,Rate,11.7,,,2009-2011,"2009-2011 Vital Statistics Data as of February, 2013",10.9 + : Q4,3,
Fulton,17,Northeastern New York,d21,"Cirrhosis mortality rate per 100,000",20,55255,Average annual population,Rate,12.1,,,2009-2011,"2009-2011 Vital Statistics Data as of February, 2013",10.9 + : Q4,3,
Greene,19,Northeastern New York,d21,"Cirrhosis mortality rate per 100,000",23,49041,Average annual population,Rate,15.6,,,2009-2011,"2009-2011 Vital Statistics Data as of February, 2013",10.9 + : Q4,3,
