County Name,County Code,Region Name,Indicator Number,Indicator,Total Event Counts,Denominator,Denominator Note,Measure Unit,Percentage/Rate,95% CI,Data Comments,Data Years,Data Sources,Quartile,Mapping Distribution,Location
St. Lawrence,40,Central New York,g77,Age-adjusted percentage of adults eating 5 or more fruits or vegetables per day,,,,Percentage,30.9,(25.8-36.1),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,26.0 + : Q3 & Q4,1,"(44.689468, -75.242045)"
Tompkins,50,Central New York,g77,Age-adjusted percentage of adults eating 5 or more fruits or vegetables per day,,,,Percentage,33.1,(28.2-38.1),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,26.0 + : Q3 & Q4,1,"(42.461024, -76.478784)"
Broome,3,New York-Penn,g77,Age-adjusted percentage of adults eating 5 or more fruits or vegetables per day,,,,Percentage,27.4,(22.2-32.6),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,26.0 + : Q3 & Q4,1,"(42.122015, -75.933191)"
Chenango,8,New York-Penn,g77,Age-adjusted percentage of adults eating 5 or more fruits or vegetables per day,,,,Percentage,24.4,(19.5-29.3),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,24.0 - < 26.0 : Q2,2,"(42.481798, -75.570013)"
Tioga,49,New York-Penn,g77,Age-adjusted percentage of adults eating 5 or more fruits or vegetables per day,,,,Percentage,22.5,(18.3-26.7),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,0.0 - < 24.0 : Q1,3,"(42.120252, -76.29595)"
Albany,1,Northeastern New York,g77,Age-adjusted percentage of adults eating 5 or more fruits or vegetables per day,,,,Percentage,23.9,(19.7-28.0),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,0.0 - < 24.0 : Q1,3,"(42.678066, -73.814233)"
Clinton,9,Northeastern New York,g77,Age-adjusted percentage of adults eating 5 or more fruits or vegetables per day,,,,Percentage,27.2,(22.0-32.4),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,26.0 + : Q3 & Q4,1,"(44.731944, -73.548883)"
Columbia,10,Northeastern New York,g77,Age-adjusted percentage of adults eating 5 or more fruits or vegetables per day,,,,Percentage,26.8,(21.7-31.9),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,26.0 + : Q3 & Q4,1,"(42.276913, -73.682168)"
Delaware,12,Northeastern New York,g77,Age-adjusted percentage of adults eating 5 or more fruits or vegetables per day,,,,Percentage,24.2,(19.7-28.6),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,24.0 - < 26.0 : Q2,2,"(42.242972, -74.997944)"
Essex,15,Northeastern New York,g77,Age-adjusted percentage of adults eating 5 or more fruits or vegetables per day,,,,Percentage,30.6,(25.3-35.8),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,26.0 + : Q3 & Q4,1,"(44.166026, -73.685145)"
Franklin,16,Northeastern New York,g77,Age-adjusted percentage of adults eating 5 or more fruits or vegetables per day,,,,Percentage,21.1,(16.4-25.8),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,0.0 - < 24.0 : Q1,3,"(44.705699, -74.340621)"
Fulton,17,Northeastern New York,g77,Age-adjusted percentage of adults eating 5 or more fruits or vegetables per day,,,,Percentage,24.2,(19.1-29.2),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,24.0 - < 26.0 : Q2,2,"(43.06014, -74.331296)"
Greene,19,Northeastern New York,g77,Age-adjusted percentage of adults eating 5 or more fruits or vegetables per day,,,,Percentage,23.4,(18.7-28.1),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,0.0 - < 24.0 : Q1,3,"(42.298326, -73.973376)"
Hamilton,20,Northeastern New York,g77,Age-adjusted percentage of adults eating 5 or more fruits or vegetables per day,,,,Percentage,24.1,(19.1-29.0),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,24.0 - < 26.0 : Q2,2,"(43.618468, -74.395268)"
Montgomery,27,Northeastern New York,g77,Age-adjusted percentage of adults eating 5 or more fruits or vegetables per day,,,,Percentage,24,(19.4-28.6),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,0.0 - < 24.0 : Q1,3,"(42.933637, -74.341972)"
Otsego,36,Northeastern New York,g77,Age-adjusted percentage of adults eating 5 or more fruits or vegetables per day,,,,Percentage,28.1,(23.0-33.2),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,26.0 + : Q3 & Q4,1,"(42.564852, -75.060334)"
Rensselaer,38,Northeastern New York,g77,Age-adjusted percentage of adults eating 5 or more fruits or vegetables per day,,,,Percentage,27.2,(22.5-32.0),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,26.0 + : Q3 & Q4,1,"(42.70098, -73.628669)"
Saratoga,41,Northeastern New York,g77,Age-adjusted percentage of adults eating 5 or more fruits or vegetables per day,,,,Percentage,28.1,(23.4-32.7),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,26.0 + : Q3 & Q4,1,"(43.00894, -73.786779)"
Schenectady,42,Northeastern New York,g77,Age-adjusted percentage of adults eating 5 or more fruits or vegetables per day,,,,Percentage,30.3,(25.2-35.4),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,26.0 + : Q3 & Q4,1,"(42.809233, -73.946838)"
Schoharie,43,Northeastern New York,g77,Age-adjusted percentage of adults eating 5 or more fruits or vegetables per day,,,,Percentage,25.2,(20.4-30.0),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,24.0 - < 26.0 : Q2,2,"(42.643426, -74.434606)"
Warren,52,Northeastern New York,g77,Age-adjusted percentage of adults eating 5 or more fruits or vegetables per day,,,,Percentage,25.1,(20.3-29.9),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,24.0 - < 26.0 : Q2,2,"(43.403024, -73.716044)"
Washington,53,Northeastern New York,g77,Age-adjusted percentage of adults eating 5 or more fruits or vegetables per day,,,,Percentage,24.9,(20.1-29.7),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,24.0 - < 26.0 : Q2,2,"(43.289513, -73.454761)"
Dutchess,13,Hudson Valley,g77,Age-adjusted percentage of adults eating 5 or more fruits or vegetables per day,,,,Percentage,27.8,(22.5-33.0),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,26.0 + : Q3 & Q4,1,"(41.686216, -73.840468)"
Orange,33,Hudson Valley,g77,Age-adjusted percentage of adults eating 5 or more fruits or vegetables per day,,,,Percentage,30.2,(25.1-35.3),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,26.0 + : Q3 & Q4,1,"(41.422459, -74.241929)"
Putnam,37,Hudson Valley,g77,Age-adjusted percentage of adults eating 5 or more fruits or vegetables per day,,,,Percentage,30.6,(25.2-35.9),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,26.0 + : Q3 & Q4,1,"(41.41131, -73.717443)"
Rockland,39,Hudson Valley,g77,Age-adjusted percentage of adults eating 5 or more fruits or vegetables per day,,,,Percentage,26.4,(21.7-31.1),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,26.0 + : Q3 & Q4,1,"(41.127287, -74.017033)"
Sullivan,48,Hudson Valley,g77,Age-adjusted percentage of adults eating 5 or more fruits or vegetables per day,,,,Percentage,27.9,(23.2-32.7),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,26.0 + : Q3 & Q4,1,"(41.705166, -74.711705)"
Ulster,51,Hudson Valley,g77,Age-adjusted percentage of adults eating 5 or more fruits or vegetables per day,,,,Percentage,29.3,(24.3-34.3),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,26.0 + : Q3 & Q4,1,"(41.848374, -74.099412)"
Westchester,55,Hudson Valley,g77,Age-adjusted percentage of adults eating 5 or more fruits or vegetables per day,,,,Percentage,30.6,(25.3-36.0),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,26.0 + : Q3 & Q4,1,"(41.039278, -73.805386)"
Bronx,58,New York City,g77,Age-adjusted percentage of adults eating 5 or more fruits or vegetables per day,,,,Percentage,6.3,(4.8-8.3),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,0.0 - < 24.0 : Q1,3,"(40.85589, -73.868294)"
Kings,59,New York City,g77,Age-adjusted percentage of adults eating 5 or more fruits or vegetables per day,,,,Percentage,10.4,(8.7-12.3),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,0.0 - < 24.0 : Q1,3,"(40.65642, -73.950691)"
New York,60,New York City,g77,Age-adjusted percentage of adults eating 5 or more fruits or vegetables per day,,,,Percentage,13.6,(11.5-16.1),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,0.0 - < 24.0 : Q1,3,"(40.726966, -74.005966)"
Queens,61,New York City,g77,Age-adjusted percentage of adults eating 5 or more fruits or vegetables per day,,,,Percentage,6.8,(5.6-8.2),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,0.0 - < 24.0 : Q1,3,"(40.749338, -73.789673)"
Richmond,62,New York City,g77,Age-adjusted percentage of adults eating 5 or more fruits or vegetables per day,,,,Percentage,10,(7.4-13.3),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,0.0 - < 24.0 : Q1,3,"(40.566763, -74.148102)"
Nassau,28,Nassau-Suffolk,g77,Age-adjusted percentage of adults eating 5 or more fruits or vegetables per day,,,,Percentage,28.3,(22.8-33.8),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,26.0 + : Q3 & Q4,1,"(40.715749, -73.601185)"
Suffolk,47,Nassau-Suffolk,g77,Age-adjusted percentage of adults eating 5 or more fruits or vegetables per day,,,,Percentage,26,(20.8-31.2),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,24.0 - < 26.0 : Q2,2,"(40.820237, -73.119032)"
Allegany,2,Western New York,g22,"Age-adjusted percentage of adults with physician diagnosed angina, heart attack or stroke",,,,Percentage,8.5,(5.9-11.0),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,7.9 - < 8.9 : Q3,2,
Cattaraugus,4,Western New York,g22,"Age-adjusted percentage of adults with physician diagnosed angina, heart attack or stroke",,,,Percentage,11.6,(8.3-15.0),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,8.9 + : Q4,3,
Chautauqua,6,Western New York,g22,"Age-adjusted percentage of adults with physician diagnosed angina, heart attack or stroke",,,,Percentage,9.1,(6.9-11.4),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,8.9 + : Q4,3,
Erie,14,Western New York,g22,"Age-adjusted percentage of adults with physician diagnosed angina, heart attack or stroke",,,,Percentage,7.1,(5.1-9.0),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,0 - < 7.9 : Q1 & Q2,1,
Genesee,18,Western New York,g22,"Age-adjusted percentage of adults with physician diagnosed angina, heart attack or stroke",,,,Percentage,8.4,(6.5-10.4),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,7.9 - < 8.9 : Q3,2,
Niagara,29,Western New York,g22,"Age-adjusted percentage of adults with physician diagnosed angina, heart attack or stroke",,,,Percentage,10.7,(7.7-13.6),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,8.9 + : Q4,3,
Orleans,34,Western New York,g22,"Age-adjusted percentage of adults with physician diagnosed angina, heart attack or stroke",,,,Percentage,8.9,(5.7-12.1),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,7.9 - < 8.9 : Q3,2,
Wyoming,56,Western New York,g22,"Age-adjusted percentage of adults with physician diagnosed angina, heart attack or stroke",,,,Percentage,9.5,(4.1-14.9),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,8.9 + : Q4,3,
Chemung,7,Finger Lakes,g22,"Age-adjusted percentage of adults with physician diagnosed angina, heart attack or stroke",,,,Percentage,11.2,(7.2-15.2),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,8.9 + : Q4,3,
Livingston,24,Finger Lakes,g22,"Age-adjusted percentage of adults with physician diagnosed angina, heart attack or stroke",,,,Percentage,7.7,(5.6-9.8),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,0 - < 7.9 : Q1 & Q2,1,
Monroe,26,Finger Lakes,g22,"Age-adjusted percentage of adults with physician diagnosed angina, heart attack or stroke",,,,Percentage,5.9,(4.0-7.7),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,0 - < 7.9 : Q1 & Q2,1,
Ontario,32,Finger Lakes,g22,"Age-adjusted percentage of adults with physician diagnosed angina, heart attack or stroke",,,,Percentage,7.8,(5.6-10.1),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,0 - < 7.9 : Q1 & Q2,1,
Schuyler,44,Finger Lakes,g22,"Age-adjusted percentage of adults with physician diagnosed angina, heart attack or stroke",,,,Percentage,7.5,(5.6-9.5),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,0 - < 7.9 : Q1 & Q2,1,
Seneca,45,Finger Lakes,g22,"Age-adjusted percentage of adults with physician diagnosed angina, heart attack or stroke",,,,Percentage,9.1,(7.0-11.3),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,8.9 + : Q4,3,
Steuben,46,Finger Lakes,g22,"Age-adjusted percentage of adults with physician diagnosed angina, heart attack or stroke",,,,Percentage,7.4,(5.4-9.3),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,0 - < 7.9 : Q1 & Q2,1,
Wayne,54,Finger Lakes,g22,"Age-adjusted percentage of adults with physician diagnosed angina, heart attack or stroke",,,,Percentage,8.1,(5.6-10.7),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,7.9 - < 8.9 : Q3,2,
Yates,57,Finger Lakes,g22,"Age-adjusted percentage of adults with physician diagnosed angina, heart attack or stroke",,,,Percentage,5.8,(4.1-7.5),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,0 - < 7.9 : Q1 & Q2,1,
Cayuga,5,Central New York,g22,"Age-adjusted percentage of adults with physician diagnosed angina, heart attack or stroke",,,,Percentage,7.6,(5.1-10.1),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,0 - < 7.9 : Q1 & Q2,1,
Cortland,11,Central New York,g22,"Age-adjusted percentage of adults with physician diagnosed angina, heart attack or stroke",,,,Percentage,8.6,(5.8-11.4),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,7.9 - < 8.9 : Q3,2,
Herkimer,21,Central New York,g22,"Age-adjusted percentage of adults with physician diagnosed angina, heart attack or stroke",,,,Percentage,6.8,(4.9-8.8),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,0 - < 7.9 : Q1 & Q2,1,
Jefferson,22,Central New York,g22,"Age-adjusted percentage of adults with physician diagnosed angina, heart attack or stroke",,,,Percentage,7,(5.0-9.1),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,0 - < 7.9 : Q1 & Q2,1,
Lewis,23,Central New York,g22,"Age-adjusted percentage of adults with physician diagnosed angina, heart attack or stroke",,,,Percentage,8.8,(6.6-10.9),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,7.9 - < 8.9 : Q3,2,
Madison,25,Central New York,g22,"Age-adjusted percentage of adults with physician diagnosed angina, heart attack or stroke",,,,Percentage,9.1,(6.8-11.4),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,8.9 + : Q4,3,
Oneida,30,Central New York,g22,"Age-adjusted percentage of adults with physician diagnosed angina, heart attack or stroke",,,,Percentage,5.7,(4.0-7.4),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,0 - < 7.9 : Q1 & Q2,1,
Onondaga,31,Central New York,g22,"Age-adjusted percentage of adults with physician diagnosed angina, heart attack or stroke",,,,Percentage,7,(5.0-9.0),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,0 - < 7.9 : Q1 & Q2,1,
Oswego,35,Central New York,g22,"Age-adjusted percentage of adults with physician diagnosed angina, heart attack or stroke",,,,Percentage,8.3,(6.1-10.5),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,7.9 - < 8.9 : Q3,2,
St. Lawrence,40,Central New York,g22,"Age-adjusted percentage of adults with physician diagnosed angina, heart attack or stroke",,,,Percentage,8.3,(6.1-10.5),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,7.9 - < 8.9 : Q3,2,
Tompkins,50,Central New York,g22,"Age-adjusted percentage of adults with physician diagnosed angina, heart attack or stroke",,,,Percentage,6.1,(4.2-8.0),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,0 - < 7.9 : Q1 & Q2,1,
Broome,3,New York-Penn,g22,"Age-adjusted percentage of adults with physician diagnosed angina, heart attack or stroke",,,,Percentage,7,(4.7-9.4),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,0 - < 7.9 : Q1 & Q2,1,
Chenango,8,New York-Penn,g22,"Age-adjusted percentage of adults with physician diagnosed angina, heart attack or stroke",,,,Percentage,9.3,(7.0-11.6),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,8.9 + : Q4,3,
Tioga,49,New York-Penn,g22,"Age-adjusted percentage of adults with physician diagnosed angina, heart attack or stroke",,,,Percentage,7.2,(5.3-9.1),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,0 - < 7.9 : Q1 & Q2,1,
Albany,1,Northeastern New York,g22,"Age-adjusted percentage of adults with physician diagnosed angina, heart attack or stroke",,,,Percentage,8,(6.0-10.1),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,7.9 - < 8.9 : Q3,2,
Clinton,9,Northeastern New York,g22,"Age-adjusted percentage of adults with physician diagnosed angina, heart attack or stroke",,,,Percentage,11.2,(7.8-14.6),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,8.9 + : Q4,3,
Columbia,10,Northeastern New York,g22,"Age-adjusted percentage of adults with physician diagnosed angina, heart attack or stroke",,,,Percentage,5.9,(3.7-8.0),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,0 - < 7.9 : Q1 & Q2,1,
Delaware,12,Northeastern New York,g22,"Age-adjusted percentage of adults with physician diagnosed angina, heart attack or stroke",,,,Percentage,8.3,(6.2-10.4),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,7.9 - < 8.9 : Q3,2,
Essex,15,Northeastern New York,g22,"Age-adjusted percentage of adults with physician diagnosed angina, heart attack or stroke",,,,Percentage,7.9,(5.8-10.0),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,0 - < 7.9 : Q1 & Q2,1,
Franklin,16,Northeastern New York,g22,"Age-adjusted percentage of adults with physician diagnosed angina, heart attack or stroke",,,,Percentage,9.6,(6.7-12.6),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,8.9 + : Q4,3,
Fulton,17,Northeastern New York,g22,"Age-adjusted percentage of adults with physician diagnosed angina, heart attack or stroke",,,,Percentage,8.6,(6.6-10.6),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,7.9 - < 8.9 : Q3,2,
Greene,19,Northeastern New York,g22,"Age-adjusted percentage of adults with physician diagnosed angina, heart attack or stroke",,,,Percentage,6.8,(5.0-8.6),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,0 - < 7.9 : Q1 & Q2,1,
Hamilton,20,Northeastern New York,g22,"Age-adjusted percentage of adults with physician diagnosed angina, heart attack or stroke",,,,Percentage,5,(3.6-6.5),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,0 - < 7.9 : Q1 & Q2,1,
Montgomery,27,Northeastern New York,g22,"Age-adjusted percentage of adults with physician diagnosed angina, heart attack or stroke",,,,Percentage,7.7,(5.8-9.6),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,0 - < 7.9 : Q1 & Q2,1,
Otsego,36,Northeastern New York,g22,"Age-adjusted percentage of adults with physician diagnosed angina, heart attack or stroke",,,,Percentage,6.1,(4.4-7.9),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,0 - < 7.9 : Q1 & Q2,1,
Rensselaer,38,Northeastern New York,g22,"Age-adjusted percentage of adults with physician diagnosed angina, heart attack or stroke",,,,Percentage,9,(6.6-11.3),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,8.9 + : Q4,3,
Saratoga,41,Northeastern New York,g22,"Age-adjusted percentage of adults with physician diagnosed angina, heart attack or stroke",,,,Percentage,9.1,(6.3-11.9),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,8.9 + : Q4,3,
Schenectady,42,Northeastern New York,g22,"Age-adjusted percentage of adults with physician diagnosed angina, heart attack or stroke",,,,Percentage,7.6,(5.6-9.7),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,0 - < 7.9 : Q1 & Q2,1,
Schoharie,43,Northeastern New York,g22,"Age-adjusted percentage of adults with physician diagnosed angina, heart attack or stroke",,,,Percentage,8.8,(6.2-11.4),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,7.9 - < 8.9 : Q3,2,
Warren,52,Northeastern New York,g22,"Age-adjusted percentage of adults with physician diagnosed angina, heart attack or stroke",,,,Percentage,9.3,(6.7-11.8),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,8.9 + : Q4,3,
Washington,53,Northeastern New York,g22,"Age-adjusted percentage of adults with physician diagnosed angina, heart attack or stroke",,,,Percentage,8.9,(6.6-11.2),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,7.9 - < 8.9 : Q3,2,
Dutchess,13,Hudson Valley,g22,"Age-adjusted percentage of adults with physician diagnosed angina, heart attack or stroke",,,,Percentage,6.8,(4.7-9.0),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,0 - < 7.9 : Q1 & Q2,1,
Orange,33,Hudson Valley,g22,"Age-adjusted percentage of adults with physician diagnosed angina, heart attack or stroke",,,,Percentage,6.3,(4.3-8.3),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,0 - < 7.9 : Q1 & Q2,1,
Putnam,37,Hudson Valley,g22,"Age-adjusted percentage of adults with physician diagnosed angina, heart attack or stroke",,,,Percentage,6.3,(4.5-8.2),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,0 - < 7.9 : Q1 & Q2,1,
Rockland,39,Hudson Valley,g22,"Age-adjusted percentage of adults with physician diagnosed angina, heart attack or stroke",,,,Percentage,5.5,(3.9-7.1),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,0 - < 7.9 : Q1 & Q2,1,
Sullivan,48,Hudson Valley,g22,"Age-adjusted percentage of adults with physician diagnosed angina, heart attack or stroke",,,,Percentage,7.9,(5.4-10.5),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,0 - < 7.9 : Q1 & Q2,1,
Ulster,51,Hudson Valley,g22,"Age-adjusted percentage of adults with physician diagnosed angina, heart attack or stroke",,,,Percentage,8.5,(5.6-11.4),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,7.9 - < 8.9 : Q3,2,
Westchester,55,Hudson Valley,g22,"Age-adjusted percentage of adults with physician diagnosed angina, heart attack or stroke",,,,Percentage,5.2,(3.6-6.9),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,0 - < 7.9 : Q1 & Q2,1,
Nassau,28,Nassau-Suffolk,g22,"Age-adjusted percentage of adults with physician diagnosed angina, heart attack or stroke",,,,Percentage,6.4,(3.2-9.7),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,0 - < 7.9 : Q1 & Q2,1,
Suffolk,47,Nassau-Suffolk,g22,"Age-adjusted percentage of adults with physician diagnosed angina, heart attack or stroke",,,,Percentage,7.4,(5.5-9.4),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,0 - < 7.9 : Q1 & Q2,1,
Allegany,2,Western New York,g29,Age-adjusted percentage of adults with physician diagnosed diabetes,,,,Percentage,8.7,(6.1-11.2),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,0 - < 9.0 : Q1 & Q2,1,
Cattaraugus,4,Western New York,g29,Age-adjusted percentage of adults with physician diagnosed diabetes,,,,Percentage,10.9,(7.9-13.8),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,10.5 + : Q4,3,
Chautauqua,6,Western New York,g29,Age-adjusted percentage of adults with physician diagnosed diabetes,,,,Percentage,11.2,(8.1-14.3),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,10.5 + : Q4,3,
Erie,14,Western New York,g29,Age-adjusted percentage of adults with physician diagnosed diabetes,,,,Percentage,10.5,(7.6-13.4),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,9.0 - < 10.5 : Q3,2,
Genesee,18,Western New York,g29,Age-adjusted percentage of adults with physician diagnosed diabetes,,,,Percentage,13.2,(9.6-16.8),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,10.5 + : Q4,3,
Niagara,29,Western New York,g29,Age-adjusted percentage of adults with physician diagnosed diabetes,,,,Percentage,10.2,(7.3-13.1),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,9.0 - < 10.5 : Q3,2,
